COU,Inventor country,Technology domain,Year,Value
CIV,Côte d'Ivoire,Environment-related technologies,2019,0.5
HRV,Croatia,Environment-related technologies,1995,0.5
HRV,Croatia,Environment-related technologies,2000,6.33
HRV,Croatia,Environment-related technologies,2005,5.0
HRV,Croatia,Environment-related technologies,2010,8.95
HRV,Croatia,Environment-related technologies,2011,12.27
HRV,Croatia,Environment-related technologies,2012,9.86
HRV,Croatia,Environment-related technologies,2013,8.0
HRV,Croatia,Environment-related technologies,2014,3.33
HRV,Croatia,Environment-related technologies,2015,6.17
HRV,Croatia,Environment-related technologies,2016,3.0
HRV,Croatia,Environment-related technologies,2017,6.0
HRV,Croatia,Environment-related technologies,2018,3.64
HRV,Croatia,Environment-related technologies,2019,2.14
HRV,Croatia,Air pollution abatement,1995,0.5
HRV,Croatia,Air pollution abatement,2005,0.5
HRV,Croatia,Air pollution abatement,2011,1.5
HRV,Croatia,Air pollution abatement,2012,1.0
HRV,Croatia,Air pollution abatement,2013,1.5
HRV,Croatia,Air pollution abatement,2014,1.0
HRV,Croatia,Air pollution abatement,2015,1.5
HRV,Croatia,Air pollution abatement,2016,0.5
HRV,Croatia,Air pollution abatement,2018,1.0
CUB,Cuba,Environment-related technologies,2005,0.33
CUB,Cuba,Environment-related technologies,2010,0.11
CUB,Cuba,Environment-related technologies,2011,0.11
CUB,Cuba,Environment-related technologies,2012,1.33
CUB,Cuba,Environment-related technologies,2013,1.0
CUB,Cuba,Environment-related technologies,2017,0.33
CUB,Cuba,Environment-related technologies,2019,1.0
CYP,Cyprus,Environment-related technologies,1995,2.0
CYP,Cyprus,Environment-related technologies,2000,2.33
CYP,Cyprus,Environment-related technologies,2005,3.25
CYP,Cyprus,Environment-related technologies,2010,3.5
CYP,Cyprus,Environment-related technologies,2011,1.0
CYP,Cyprus,Environment-related technologies,2012,1.7
CYP,Cyprus,Environment-related technologies,2013,0.2
CYP,Cyprus,Environment-related technologies,2014,5.5
CYP,Cyprus,Environment-related technologies,2015,0.5
CYP,Cyprus,Environment-related technologies,2016,1.33
CYP,Cyprus,Environment-related technologies,2017,1.25
CYP,Cyprus,Environment-related technologies,2018,0.25
CYP,Cyprus,Environment-related technologies,2019,3.83
CYP,Cyprus,Air pollution abatement,1995,0.5
CYP,Cyprus,Air pollution abatement,2000,0.5
CYP,Cyprus,Air pollution abatement,2005,0.25
PRK,Democratic People's Republic of Korea,Environment-related technologies,1995,0.5
PRK,Democratic People's Republic of Korea,Environment-related technologies,2005,4.0
PRK,Democratic People's Republic of Korea,Environment-related technologies,2010,4.92
PRK,Democratic People's Republic of Korea,Environment-related technologies,2011,1.5
PRK,Democratic People's Republic of Korea,Environment-related technologies,2012,2.64
PRK,Democratic People's Republic of Korea,Environment-related technologies,2013,1.5
PRK,Democratic People's Republic of Korea,Environment-related technologies,2014,2.75
PRK,Democratic People's Republic of Korea,Environment-related technologies,2015,3.0
PRK,Democratic People's Republic of Korea,Environment-related technologies,2016,2.6
PRK,Democratic People's Republic of Korea,Environment-related technologies,2017,1.33
PRK,Democratic People's Republic of Korea,Environment-related technologies,2018,2.0
PRK,Democratic People's Republic of Korea,Environment-related technologies,2019,0.83
PRK,Democratic People's Republic of Korea,Air pollution abatement,2005,1.0
PRK,Democratic People's Republic of Korea,Air pollution abatement,2010,0.33
PRK,Democratic People's Republic of Korea,Air pollution abatement,2013,0.5
PRK,Democratic People's Republic of Korea,Air pollution abatement,2014,1.0
PRK,Democratic People's Republic of Korea,Air pollution abatement,2016,0.5
PRK,Democratic People's Republic of Korea,Air pollution abatement,2017,0.5
PRK,Democratic People's Republic of Korea,Air pollution abatement,2018,1.0
PRK,Democratic People's Republic of Korea,Air pollution abatement,2019,0.5
DJI,Djibouti,Environment-related technologies,2011,0.5
DJI,Djibouti,Environment-related technologies,2012,0.5
DJI,Djibouti,Environment-related technologies,2018,0.5
DOM,Dominican Republic,Environment-related technologies,2000,0.5
DOM,Dominican Republic,Environment-related technologies,2011,5.0
DOM,Dominican Republic,Environment-related technologies,2013,2.0
DOM,Dominican Republic,Environment-related technologies,2014,1.5
DOM,Dominican Republic,Environment-related technologies,2015,0.5
DOM,Dominican Republic,Environment-related technologies,2016,1.0
DOM,Dominican Republic,Environment-related technologies,2018,1.5
DOM,Dominican Republic,Environment-related technologies,2019,1.5
DOM,Dominican Republic,Air pollution abatement,2000,0.5
DOM,Dominican Republic,Air pollution abatement,2014,3.0
DOM,Dominican Republic,Air pollution abatement,2015,0.5
ECU,Ecuador,Environment-related technologies,2000,0.5
ECU,Ecuador,Environment-related technologies,2005,1.25
ECU,Ecuador,Environment-related technologies,2010,2.5
ECU,Ecuador,Environment-related technologies,2011,1.5
ECU,Ecuador,Environment-related technologies,2012,0.5
ECU,Ecuador,Environment-related technologies,2013,1.0
ECU,Ecuador,Environment-related technologies,2015,2.0
ECU,Ecuador,Environment-related technologies,2016,1.67
ECU,Ecuador,Environment-related technologies,2018,2.33
ECU,Ecuador,Air pollution abatement,2010,0.67
ECU,Ecuador,Air pollution abatement,2011,0.5
ECU,Ecuador,Air pollution abatement,2018,1.33
EGY,Egypt,Environment-related technologies,2000,1.5
EGY,Egypt,Environment-related technologies,2005,8.13
EGY,Egypt,Environment-related technologies,2010,10.08
EGY,Egypt,Environment-related technologies,2011,10.03
EGY,Egypt,Environment-related technologies,2012,9.77
EGY,Egypt,Environment-related technologies,2013,8.73
EGY,Egypt,Environment-related technologies,2014,16.33
EGY,Egypt,Environment-related technologies,2015,8.37
EGY,Egypt,Environment-related technologies,2016,6.58
EGY,Egypt,Environment-related technologies,2017,3.67
EGY,Egypt,Environment-related technologies,2018,6.17
EGY,Egypt,Environment-related technologies,2019,3.37
EGY,Egypt,Air pollution abatement,2000,0.5
EGY,Egypt,Air pollution abatement,2005,1.0
EGY,Egypt,Air pollution abatement,2010,1.0
EGY,Egypt,Air pollution abatement,2011,1.0
EGY,Egypt,Air pollution abatement,2012,1.2
EGY,Egypt,Air pollution abatement,2014,2.0
EGY,Egypt,Air pollution abatement,2015,0.5
EGY,Egypt,Air pollution abatement,2018,1.33
SLV,El Salvador,Environment-related technologies,1995,0.67
SLV,El Salvador,Environment-related technologies,2000,1.0
SLV,El Salvador,Environment-related technologies,2013,0.25
SLV,El Salvador,Environment-related technologies,2015,1.0
SLV,El Salvador,Environment-related technologies,2017,1.0
SLV,El Salvador,Environment-related technologies,2018,1.0
SLV,El Salvador,Air pollution abatement,2000,0.5
ERI,Eritrea,Environment-related technologies,2016,0.5
ERI,Eritrea,Environment-related technologies,2019,0.5
EST,Estonia,Environment-related technologies,2000,1.67
EST,Estonia,Environment-related technologies,2005,1.0
EST,Estonia,Environment-related technologies,2010,15.92
EST,Estonia,Environment-related technologies,2011,15.78
EST,Estonia,Environment-related technologies,2012,9.92
EST,Estonia,Environment-related technologies,2013,3.67
EST,Estonia,Environment-related technologies,2014,12.0
EST,Estonia,Environment-related technologies,2015,9.17
EST,Estonia,Environment-related technologies,2016,12.33
EST,Estonia,Environment-related technologies,2017,9.5
EST,Estonia,Environment-related technologies,2018,6.33
EST,Estonia,Environment-related technologies,2019,2.33
EST,Estonia,Air pollution abatement,2011,8.0
EST,Estonia,Air pollution abatement,2012,5.0
EST,Estonia,Air pollution abatement,2013,1.0
EST,Estonia,Air pollution abatement,2014,1.5
EST,Estonia,Air pollution abatement,2016,0.5
ETH,Ethiopia,Environment-related technologies,2005,0.33
ETH,Ethiopia,Environment-related technologies,2010,2.08
ETH,Ethiopia,Environment-related technologies,2011,2.83
ETH,Ethiopia,Environment-related technologies,2012,1.5
ETH,Ethiopia,Environment-related technologies,2013,3.0
ETH,Ethiopia,Environment-related technologies,2014,0.5
ETH,Ethiopia,Environment-related technologies,2015,0.83
ETH,Ethiopia,Environment-related technologies,2016,0.33
ETH,Ethiopia,Environment-related technologies,2017,0.33
ETH,Ethiopia,Environment-related technologies,2018,0.5
ETH,Ethiopia,Environment-related technologies,2019,0.25
ETH,Ethiopia,Air pollution abatement,2015,0.33
FRO,Faeroe Islands,Environment-related technologies,2010,0.5
FRO,Faeroe Islands,Environment-related technologies,2011,1.83
FRO,Faeroe Islands,Environment-related technologies,2012,1.5
FRO,Faeroe Islands,Environment-related technologies,2013,1.0
FRO,Faeroe Islands,Environment-related technologies,2014,1.0
FRO,Faeroe Islands,Environment-related technologies,2015,1.5
FRO,Faeroe Islands,Environment-related technologies,2016,1.0
FRO,Faeroe Islands,Environment-related technologies,2017,0.67
FRO,Faeroe Islands,Environment-related technologies,2018,1.0
FJI,Fiji,Environment-related technologies,2014,0.5
GUF,French Guiana,Environment-related technologies,2010,0.2
GUF,French Guiana,Environment-related technologies,2011,0.25
GUF,French Guiana,Environment-related technologies,2016,0.5
GAB,Gabon,Environment-related technologies,2005,0.5
GAB,Gabon,Environment-related technologies,2011,0.4
GAB,Gabon,Environment-related technologies,2013,1.0
GAB,Gabon,Environment-related technologies,2014,0.5
GAB,Gabon,Environment-related technologies,2015,1.0
GEO,Georgia,Environment-related technologies,1995,1.0
GEO,Georgia,Environment-related technologies,2005,1.5
GEO,Georgia,Environment-related technologies,2010,2.83
GEO,Georgia,Environment-related technologies,2011,0.5
GEO,Georgia,Environment-related technologies,2012,2.0
GEO,Georgia,Environment-related technologies,2013,0.98
GEO,Georgia,Environment-related technologies,2014,0.33
GEO,Georgia,Environment-related technologies,2015,1.5
GEO,Georgia,Environment-related technologies,2016,3.5
GEO,Georgia,Environment-related technologies,2017,0.83
GEO,Georgia,Environment-related technologies,2018,1.83
GEO,Georgia,Air pollution abatement,2005,0.5
GEO,Georgia,Air pollution abatement,2010,0.5
GEO,Georgia,Air pollution abatement,2013,0.48
GEO,Georgia,Air pollution abatement,2016,1.0
GHA,Ghana,Environment-related technologies,2005,1.75
GHA,Ghana,Environment-related technologies,2010,1.0
GHA,Ghana,Environment-related technologies,2012,1.0
GHA,Ghana,Environment-related technologies,2013,0.45
GHA,Ghana,Environment-related technologies,2014,2.12
GHA,Ghana,Environment-related technologies,2015,0.33
GHA,Ghana,Environment-related technologies,2016,0.5
GHA,Ghana,Environment-related technologies,2017,0.5
GHA,Ghana,Environment-related technologies,2019,0.5
GHA,Ghana,Air pollution abatement,2005,1.0
GIB,Gibraltar,Environment-related technologies,2000,0.5
GIB,Gibraltar,Environment-related technologies,2013,0.5
GIB,Gibraltar,Environment-related technologies,2014,1.0
GIB,Gibraltar,Environment-related technologies,2015,0.5
GIB,Gibraltar,Environment-related technologies,2016,0.5
GIB,Gibraltar,Environment-related technologies,2017,1.0
GRL,Greenland,Environment-related technologies,2011,0.33
GRL,Greenland,Environment-related technologies,2014,0.33
GRD,Grenada,Environment-related technologies,2016,0.5
GLP,Guadeloupe,Environment-related technologies,2011,0.5
GLP,Guadeloupe,Environment-related technologies,2014,0.5
GTM,Guatemala,Environment-related technologies,2005,0.33
GTM,Guatemala,Environment-related technologies,2011,1.0
GTM,Guatemala,Environment-related technologies,2019,1.0
GUY,Guyana,Environment-related technologies,2000,0.33
GUY,Guyana,Environment-related technologies,2010,0.7
GUY,Guyana,Environment-related technologies,2011,1.5
GUY,Guyana,Environment-related technologies,2013,0.75
GUY,Guyana,Environment-related technologies,2014,0.2
GUY,Guyana,Air pollution abatement,2014,0.2
VAT,Holy See,Environment-related technologies,2012,0.5
VAT,Holy See,Environment-related technologies,2013,0.5
HND,Honduras,Environment-related technologies,2005,0.5
HND,Honduras,Environment-related technologies,2014,0.5
HND,Honduras,Air pollution abatement,2005,0.5
HKG,"Hong Kong, China",Environment-related technologies,1995,3.0
HKG,"Hong Kong, China",Environment-related technologies,2000,16.17
HKG,"Hong Kong, China",Environment-related technologies,2005,25.28
HKG,"Hong Kong, China",Environment-related technologies,2010,38.37
HKG,"Hong Kong, China",Environment-related technologies,2011,22.18
HKG,"Hong Kong, China",Environment-related technologies,2012,27.83
HKG,"Hong Kong, China",Environment-related technologies,2013,46.8
HKG,"Hong Kong, China",Environment-related technologies,2014,48.33
HKG,"Hong Kong, China",Environment-related technologies,2015,35.53
HKG,"Hong Kong, China",Environment-related technologies,2016,58.33
HKG,"Hong Kong, China",Environment-related technologies,2017,44.28
HKG,"Hong Kong, China",Environment-related technologies,2018,31.25
HKG,"Hong Kong, China",Environment-related technologies,2019,39.37
HKG,"Hong Kong, China",Air pollution abatement,2000,1.83
HKG,"Hong Kong, China",Air pollution abatement,2005,7.28
HKG,"Hong Kong, China",Air pollution abatement,2010,1.33
HKG,"Hong Kong, China",Air pollution abatement,2011,1.58
HKG,"Hong Kong, China",Air pollution abatement,2012,2.5
HKG,"Hong Kong, China",Air pollution abatement,2013,5.5
HKG,"Hong Kong, China",Air pollution abatement,2014,7.0
HKG,"Hong Kong, China",Air pollution abatement,2015,2.83
HKG,"Hong Kong, China",Air pollution abatement,2016,5.83
HKG,"Hong Kong, China",Air pollution abatement,2017,3.25
HKG,"Hong Kong, China",Air pollution abatement,2018,1.75
HKG,"Hong Kong, China",Air pollution abatement,2019,7.5
IND,India,Environment-related technologies,1995,9.92
IND,India,Environment-related technologies,2000,44.58
IND,India,Environment-related technologies,2005,159.73
IND,India,Environment-related technologies,2010,432.34
IND,India,Environment-related technologies,2011,513.17
IND,India,Environment-related technologies,2012,480.33
IND,India,Environment-related technologies,2013,488.49
IND,India,Environment-related technologies,2014,432.67
IND,India,Environment-related technologies,2015,521.91
IND,India,Environment-related technologies,2016,509.39
IND,India,Environment-related technologies,2017,514.55
IND,India,Environment-related technologies,2018,502.75
IND,India,Environment-related technologies,2019,511.64
IND,India,Air pollution abatement,1995,1.5
IND,India,Air pollution abatement,2000,6.83
IND,India,Air pollution abatement,2005,21.83
IND,India,Air pollution abatement,2010,64.23
IND,India,Air pollution abatement,2011,71.92
IND,India,Air pollution abatement,2012,63.12
IND,India,Air pollution abatement,2013,92.16
IND,India,Air pollution abatement,2014,85.92
IND,India,Air pollution abatement,2015,92.3
IND,India,Air pollution abatement,2016,76.5
IND,India,Air pollution abatement,2017,59.79
IND,India,Air pollution abatement,2018,79.03
IND,India,Air pollution abatement,2019,71.42
IDN,Indonesia,Environment-related technologies,1995,0.33
IDN,Indonesia,Environment-related technologies,2000,4.0
IDN,Indonesia,Environment-related technologies,2005,2.75
IDN,Indonesia,Environment-related technologies,2010,7.6
IDN,Indonesia,Environment-related technologies,2011,6.57
IDN,Indonesia,Environment-related technologies,2012,8.11
IDN,Indonesia,Environment-related technologies,2013,11.48
IDN,Indonesia,Environment-related technologies,2014,4.87
IDN,Indonesia,Environment-related technologies,2015,10.17
IDN,Indonesia,Environment-related technologies,2016,6.0
IDN,Indonesia,Environment-related technologies,2017,6.04
IDN,Indonesia,Environment-related technologies,2018,4.83
IDN,Indonesia,Environment-related technologies,2019,3.78
IDN,Indonesia,Air pollution abatement,2000,1.5
IDN,Indonesia,Air pollution abatement,2005,1.0
IDN,Indonesia,Air pollution abatement,2010,0.33
IDN,Indonesia,Air pollution abatement,2011,0.87
IDN,Indonesia,Air pollution abatement,2013,1.14
IDN,Indonesia,Air pollution abatement,2014,1.33
IDN,Indonesia,Air pollution abatement,2015,0.33
IDN,Indonesia,Air pollution abatement,2016,0.5
IDN,Indonesia,Air pollution abatement,2017,0.25
IRN,Iran,Environment-related technologies,1995,1.5
IRN,Iran,Environment-related technologies,2000,2.0
IRN,Iran,Environment-related technologies,2005,8.0
IRN,Iran,Environment-related technologies,2010,10.6
IRN,Iran,Environment-related technologies,2011,11.48
IRN,Iran,Environment-related technologies,2012,13.53
IRN,Iran,Environment-related technologies,2013,10.82
IRN,Iran,Environment-related technologies,2014,11.95
IRN,Iran,Environment-related technologies,2015,19.82
IRN,Iran,Environment-related technologies,2016,18.12
IRN,Iran,Environment-related technologies,2017,23.62
IRN,Iran,Environment-related technologies,2018,21.75
IRN,Iran,Environment-related technologies,2019,15.28
IRN,Iran,Air pollution abatement,2000,1.0
IRN,Iran,Air pollution abatement,2005,1.83
IRN,Iran,Air pollution abatement,2011,0.83
IRN,Iran,Air pollution abatement,2012,0.5
IRN,Iran,Air pollution abatement,2014,1.5
IRN,Iran,Air pollution abatement,2016,1.83
IRN,Iran,Air pollution abatement,2017,3.5
IRN,Iran,Air pollution abatement,2018,3.0
IRN,Iran,Air pollution abatement,2019,2.0
IRQ,Iraq,Environment-related technologies,1995,0.5
IRQ,Iraq,Environment-related technologies,2011,0.33
IRQ,Iraq,Environment-related technologies,2013,0.5
IRQ,Iraq,Environment-related technologies,2015,1.5
IRQ,Iraq,Environment-related technologies,2018,0.5
IRQ,Iraq,Environment-related technologies,2019,1.0
IRQ,Iraq,Air pollution abatement,1995,0.5
ISR,Israel,Environment-related technologies,1995,34.75
ISR,Israel,Environment-related technologies,2000,78.25
ISR,Israel,Environment-related technologies,2005,115.48
ISR,Israel,Environment-related technologies,2010,209.58
ISR,Israel,Environment-related technologies,2011,245.61
ISR,Israel,Environment-related technologies,2012,280.72
ISR,Israel,Environment-related technologies,2013,211.48
ISR,Israel,Environment-related technologies,2014,215.08
ISR,Israel,Environment-related technologies,2015,217.58
ISR,Israel,Environment-related technologies,2016,274.82
ISR,Israel,Environment-related technologies,2017,271.51
ISR,Israel,Environment-related technologies,2018,209.92
ISR,Israel,Environment-related technologies,2019,181.17
ISR,Israel,Air pollution abatement,1995,2.25
ISR,Israel,Air pollution abatement,2000,5.0
ISR,Israel,Air pollution abatement,2005,11.5
ISR,Israel,Air pollution abatement,2010,13.17
ISR,Israel,Air pollution abatement,2011,12.0
ISR,Israel,Air pollution abatement,2012,11.83
ISR,Israel,Air pollution abatement,2013,11.5
ISR,Israel,Air pollution abatement,2014,14.67
ISR,Israel,Air pollution abatement,2015,14.0
ISR,Israel,Air pollution abatement,2016,18.0
ISR,Israel,Air pollution abatement,2017,19.0
ISR,Israel,Air pollution abatement,2018,14.17
ISR,Israel,Air pollution abatement,2019,9.5
JAM,Jamaica,Environment-related technologies,2005,1.0
JAM,Jamaica,Environment-related technologies,2011,1.5
JAM,Jamaica,Environment-related technologies,2012,0.33
JAM,Jamaica,Environment-related technologies,2013,1.0
JAM,Jamaica,Environment-related technologies,2015,2.5
JAM,Jamaica,Environment-related technologies,2017,1.5
JAM,Jamaica,Air pollution abatement,2015,2.0
JAM,Jamaica,Air pollution abatement,2017,1.0
JOR,Jordan,Environment-related technologies,1995,2.0
JOR,Jordan,Environment-related technologies,2000,6.0
JOR,Jordan,Environment-related technologies,2005,2.08
JOR,Jordan,Environment-related technologies,2010,1.5
JOR,Jordan,Environment-related technologies,2011,3.33
JOR,Jordan,Environment-related technologies,2012,4.25
JOR,Jordan,Environment-related technologies,2013,4.62
JOR,Jordan,Environment-related technologies,2014,2.67
JOR,Jordan,Environment-related technologies,2015,1.5
JOR,Jordan,Environment-related technologies,2016,2.25
JOR,Jordan,Environment-related technologies,2017,2.33
JOR,Jordan,Environment-related technologies,2018,1.0
JOR,Jordan,Air pollution abatement,2000,0.5
JOR,Jordan,Air pollution abatement,2005,0.5
JOR,Jordan,Air pollution abatement,2012,0.5
JOR,Jordan,Air pollution abatement,2013,1.5
JOR,Jordan,Air pollution abatement,2016,1.0
KAZ,Kazakhstan,Environment-related technologies,2000,1.0
KAZ,Kazakhstan,Environment-related technologies,2005,2.0
KAZ,Kazakhstan,Environment-related technologies,2010,5.03
KAZ,Kazakhstan,Environment-related technologies,2011,6.5
KAZ,Kazakhstan,Environment-related technologies,2012,7.83
KAZ,Kazakhstan,Environment-related technologies,2013,22.5
KAZ,Kazakhstan,Environment-related technologies,2014,5.0
KAZ,Kazakhstan,Environment-related technologies,2015,11.08
KAZ,Kazakhstan,Environment-related technologies,2016,7.83
KAZ,Kazakhstan,Environment-related technologies,2017,5.83
KAZ,Kazakhstan,Environment-related technologies,2018,2.67
KAZ,Kazakhstan,Environment-related technologies,2019,6.5
KAZ,Kazakhstan,Air pollution abatement,2005,1.0
KAZ,Kazakhstan,Air pollution abatement,2011,1.5
KAZ,Kazakhstan,Air pollution abatement,2012,1.0
KAZ,Kazakhstan,Air pollution abatement,2013,2.0
KEN,Kenya,Environment-related technologies,1995,1.0
KEN,Kenya,Environment-related technologies,2000,1.5
KEN,Kenya,Environment-related technologies,2005,1.37
KEN,Kenya,Environment-related technologies,2010,2.5
KEN,Kenya,Environment-related technologies,2011,0.5
KEN,Kenya,Environment-related technologies,2012,1.5
KEN,Kenya,Environment-related technologies,2013,1.83
KEN,Kenya,Environment-related technologies,2014,2.5
KEN,Kenya,Environment-related technologies,2015,1.0
KEN,Kenya,Environment-related technologies,2016,2.5
KEN,Kenya,Environment-related technologies,2017,5.67
KEN,Kenya,Environment-related technologies,2018,1.0
KEN,Kenya,Environment-related technologies,2019,3.5
KEN,Kenya,Air pollution abatement,2013,0.5
KEN,Kenya,Air pollution abatement,2014,0.5
KIR,Kiribati,Environment-related technologies,2011,0.5
KWT,Kuwait,Environment-related technologies,2010,3.33
KWT,Kuwait,Environment-related technologies,2011,1.0
KWT,Kuwait,Environment-related technologies,2012,5.5
KWT,Kuwait,Environment-related technologies,2013,1.0
KWT,Kuwait,Environment-related technologies,2014,0.25
KWT,Kuwait,Environment-related technologies,2015,1.5
KWT,Kuwait,Environment-related technologies,2016,1.0
KWT,Kuwait,Environment-related technologies,2017,2.5
KWT,Kuwait,Environment-related technologies,2018,1.5
KWT,Kuwait,Environment-related technologies,2019,7.0
KWT,Kuwait,Air pollution abatement,2010,0.33
KWT,Kuwait,Air pollution abatement,2012,0.5
KGZ,Kyrgyzstan,Environment-related technologies,2014,1.67
LAO,Lao People's Democratic Republic,Environment-related technologies,2000,0.33
LAO,Lao People's Democratic Republic,Environment-related technologies,2011,0.5
LAO,Lao People's Democratic Republic,Environment-related technologies,2014,0.5
LAO,Lao People's Democratic Republic,Environment-related technologies,2017,3.0
LVA,Latvia,Environment-related technologies,2000,1.33
LVA,Latvia,Environment-related technologies,2010,1.0
LVA,Latvia,Environment-related technologies,2011,5.25
LVA,Latvia,Environment-related technologies,2012,5.5
LVA,Latvia,Environment-related technologies,2013,7.0
LVA,Latvia,Environment-related technologies,2014,3.0
LVA,Latvia,Environment-related technologies,2015,1.5
LVA,Latvia,Environment-related technologies,2017,2.83
LVA,Latvia,Environment-related technologies,2018,1.0
LVA,Latvia,Environment-related technologies,2019,3.5
LVA,Latvia,Air pollution abatement,2011,1.0
LVA,Latvia,Air pollution abatement,2019,2.5
LBN,Lebanon,Environment-related technologies,1995,1.33
LBN,Lebanon,Environment-related technologies,2000,1.0
LBN,Lebanon,Environment-related technologies,2005,1.0
LBN,Lebanon,Environment-related technologies,2010,4.58
LBN,Lebanon,Environment-related technologies,2011,2.08
LBN,Lebanon,Environment-related technologies,2012,2.0
LBN,Lebanon,Environment-related technologies,2013,4.13
LBN,Lebanon,Environment-related technologies,2014,5.33
LBN,Lebanon,Environment-related technologies,2015,2.33
LBN,Lebanon,Environment-related technologies,2016,1.5
LBN,Lebanon,Environment-related technologies,2017,0.67
LBN,Lebanon,Environment-related technologies,2018,1.0
LBN,Lebanon,Environment-related technologies,2019,1.0
LBN,Lebanon,Air pollution abatement,2011,1.5
LBN,Lebanon,Air pollution abatement,2019,0.5
LSO,Lesotho,Environment-related technologies,2015,0.33
LBR,Liberia,Environment-related technologies,2012,0.5
LBY,Libya,Environment-related technologies,2017,0.5
LBY,Libya,Environment-related technologies,2018,0.5
LIE,Liechtenstein,Environment-related technologies,1995,1.5
LIE,Liechtenstein,Environment-related technologies,2000,1.33
LIE,Liechtenstein,Environment-related technologies,2005,2.33
LIE,Liechtenstein,Environment-related technologies,2010,2.25
LIE,Liechtenstein,Environment-related technologies,2011,0.33
LIE,Liechtenstein,Environment-related technologies,2012,3.67
LIE,Liechtenstein,Environment-related technologies,2013,3.83
LIE,Liechtenstein,Environment-related technologies,2014,2.17
LIE,Liechtenstein,Environment-related technologies,2015,2.0
LIE,Liechtenstein,Environment-related technologies,2016,0.5
LIE,Liechtenstein,Environment-related technologies,2017,3.5
LIE,Liechtenstein,Environment-related technologies,2018,1.5
LIE,Liechtenstein,Environment-related technologies,2019,0.83
LIE,Liechtenstein,Air pollution abatement,1995,0.83
LIE,Liechtenstein,Air pollution abatement,2014,0.33
LIE,Liechtenstein,Air pollution abatement,2015,0.5
LIE,Liechtenstein,Air pollution abatement,2017,1.0
LTU,Lithuania,Environment-related technologies,1995,3.0
LTU,Lithuania,Environment-related technologies,2000,2.0
LTU,Lithuania,Environment-related technologies,2005,5.0
LTU,Lithuania,Environment-related technologies,2010,9.33
LTU,Lithuania,Environment-related technologies,2011,4.1
LTU,Lithuania,Environment-related technologies,2012,6.5
LTU,Lithuania,Environment-related technologies,2013,8.08
LTU,Lithuania,Environment-related technologies,2014,6.58
LTU,Lithuania,Environment-related technologies,2015,8.0
LTU,Lithuania,Environment-related technologies,2016,5.58
LTU,Lithuania,Environment-related technologies,2017,4.67
LTU,Lithuania,Environment-related technologies,2018,6.0
LTU,Lithuania,Environment-related technologies,2019,3.5
LTU,Lithuania,Air pollution abatement,2010,2.0
LTU,Lithuania,Air pollution abatement,2012,2.0
LTU,Lithuania,Air pollution abatement,2013,1.25
LTU,Lithuania,Air pollution abatement,2014,1.25
LTU,Lithuania,Air pollution abatement,2015,3.0
LTU,Lithuania,Air pollution abatement,2016,2.25
LTU,Lithuania,Air pollution abatement,2017,0.5
LTU,Lithuania,Air pollution abatement,2018,4.5
MKD,North Macedonia,Environment-related technologies,2005,1.75
MKD,North Macedonia,Environment-related technologies,2011,0.33
MKD,North Macedonia,Environment-related technologies,2012,0.33
MKD,North Macedonia,Environment-related technologies,2015,0.5
MKD,North Macedonia,Environment-related technologies,2018,2.0
MKD,North Macedonia,Air pollution abatement,2005,1.25
MDG,Madagascar,Environment-related technologies,2011,0.2
MDG,Madagascar,Environment-related technologies,2012,1.0
MDG,Madagascar,Environment-related technologies,2015,0.5
MYS,Malaysia,Environment-related technologies,1995,5.83
MYS,Malaysia,Environment-related technologies,2000,6.67
MYS,Malaysia,Environment-related technologies,2005,11.08
MYS,Malaysia,Environment-related technologies,2010,40.6
MYS,Malaysia,Environment-related technologies,2011,54.45
MYS,Malaysia,Environment-related technologies,2012,47.68
MYS,Malaysia,Environment-related technologies,2013,51.5
MYS,Malaysia,Environment-related technologies,2014,40.79
MYS,Malaysia,Environment-related technologies,2015,31.67
MYS,Malaysia,Environment-related technologies,2016,37.28
MYS,Malaysia,Environment-related technologies,2017,31.03
MYS,Malaysia,Environment-related technologies,2018,25.0
MYS,Malaysia,Environment-related technologies,2019,32.83
MYS,Malaysia,Air pollution abatement,1995,0.5
MYS,Malaysia,Air pollution abatement,2005,1.5
MYS,Malaysia,Air pollution abatement,2010,3.83
MYS,Malaysia,Air pollution abatement,2011,3.5
MYS,Malaysia,Air pollution abatement,2012,2.5
MYS,Malaysia,Air pollution abatement,2013,1.5
MYS,Malaysia,Air pollution abatement,2014,1.0
MYS,Malaysia,Air pollution abatement,2015,0.83
MYS,Malaysia,Air pollution abatement,2016,3.5
MYS,Malaysia,Air pollution abatement,2017,3.17
MYS,Malaysia,Air pollution abatement,2018,5.33
MYS,Malaysia,Air pollution abatement,2019,3.0
MDV,Maldives,Environment-related technologies,2011,0.17
MLI,Mali,Environment-related technologies,2016,0.67
MLI,Mali,Environment-related technologies,2018,0.14
MLI,Mali,Environment-related technologies,2019,0.43
MLI,Mali,Air pollution abatement,2016,0.17
MLT,Malta,Environment-related technologies,2000,1.0
MLT,Malta,Environment-related technologies,2005,1.5
MLT,Malta,Environment-related technologies,2010,1.0
MLT,Malta,Environment-related technologies,2011,0.2
MLT,Malta,Environment-related technologies,2012,2.0
MLT,Malta,Environment-related technologies,2013,2.0
MLT,Malta,Environment-related technologies,2014,6.0
MLT,Malta,Environment-related technologies,2015,4.0
