The Energy Technology RD&D Budgets database and an overview of the database are available here: https://www.iea.org/data-and-statistics/data-product/energy-technology-rd-and-d-budget-database-2
If you have any question about the data please contact RDD@iea.org
Please note that your use of IEA data is subject to the Terms and Conditions found here: https://www.iea.org/terms
""
PRODUCT,COUNTRY,TIME,VALUE
RDD1000GDP,SWEDEN,1993,0.334
RDD1000GDP,SWEDEN,1994,0.338
RDD1000GDP,SWEDEN,1995,0.238
RDD1000GDP,SWEDEN,1996,0.211
RDD1000GDP,SWEDEN,1997,0.228
RDD1000GDP,SWEDEN,1998,0.204
RDD1000GDP,SWEDEN,1999,0.261
RDD1000GDP,SWEDEN,2000,0.269
RDD1000GDP,SWEDEN,2001,0.305
RDD1000GDP,SWEDEN,2002,0.328
RDD1000GDP,SWEDEN,2003,0.322
RDD1000GDP,SWEDEN,2004,0.327
RDD1000GDP,SWEDEN,2005,0.183
RDD1000GDP,SWEDEN,2006,0.257
RDD1000GDP,SWEDEN,2007,0.253
RDD1000GDP,SWEDEN,2008,0.277
RDD1000GDP,SWEDEN,2009,0.431
RDD1000GDP,SWEDEN,2010,0.421
RDD1000GDP,SWEDEN,2011,0.345
RDD1000GDP,SWEDEN,2012,0.329
RDD1000GDP,SWEDEN,2013,0.372
RDD1000GDP,SWEDEN,2014,0.388
RDD1000GDP,SWEDEN,2015,0.392
RDD1000GDP,SWEDEN,2016,0.387
RDD1000GDP,SWEDEN,2017,0.362
RDD1000GDP,SWEDEN,2018,0.372
RDD1000GDP,SWEDEN,2019,0.364
RDD1000GDP,SWEDEN,2020,0.459
RDD1000GDP,SWEDEN,2021,0.515
RDD1000GDP,SWITLAND,1974,0.043
RDD1000GDP,SWITLAND,1975,0.054
RDD1000GDP,SWITLAND,1976,0.068
RDD1000GDP,SWITLAND,1977,0.177
RDD1000GDP,SWITLAND,1978,0.368
RDD1000GDP,SWITLAND,1979,0.466
RDD1000GDP,SWITLAND,1980,0.474
RDD1000GDP,SWITLAND,1981,0.443
RDD1000GDP,SWITLAND,1982,0.425
RDD1000GDP,SWITLAND,1983,0.445
RDD1000GDP,SWITLAND,1984,0.421
RDD1000GDP,SWITLAND,1985,0.435
RDD1000GDP,SWITLAND,1986,0.449
RDD1000GDP,SWITLAND,1987,0.453
RDD1000GDP,SWITLAND,1988,0.453
RDD1000GDP,SWITLAND,1989,0.485
RDD1000GDP,SWITLAND,1990,0.506
RDD1000GDP,SWITLAND,1991,0.515
RDD1000GDP,SWITLAND,1992,0.560
RDD1000GDP,SWITLAND,1993,0.555
RDD1000GDP,SWITLAND,1994,0.536
RDD1000GDP,SWITLAND,1995,0.515
RDD1000GDP,SWITLAND,1996,0.491
RDD1000GDP,SWITLAND,1997,0.460
RDD1000GDP,SWITLAND,1998,0.415
RDD1000GDP,SWITLAND,1999,0.402
RDD1000GDP,SWITLAND,2000,0.353
RDD1000GDP,SWITLAND,2001,0.356
RDD1000GDP,SWITLAND,2002,0.371
RDD1000GDP,SWITLAND,2003,0.376
RDD1000GDP,SWITLAND,2004,0.320
RDD1000GDP,SWITLAND,2005,0.298
RDD1000GDP,SWITLAND,2006,0.300
RDD1000GDP,SWITLAND,2007,0.294
RDD1000GDP,SWITLAND,2008,0.324
RDD1000GDP,SWITLAND,2009,0.352
RDD1000GDP,SWITLAND,2010,0.314
RDD1000GDP,SWITLAND,2011,0.365
RDD1000GDP,SWITLAND,2012,0.377
RDD1000GDP,SWITLAND,2013,0.378
RDD1000GDP,SWITLAND,2014,0.454
RDD1000GDP,SWITLAND,2015,0.509
RDD1000GDP,SWITLAND,2016,0.577
RDD1000GDP,SWITLAND,2017,0.582
RDD1000GDP,SWITLAND,2018,0.545
RDD1000GDP,SWITLAND,2019,0.535
RDD1000GDP,SWITLAND,2020,0.535
RDD1000GDP,SWITLAND,2021,0.509
RDD1000GDP,TURKEY,1983,0.057
RDD1000GDP,TURKEY,1984,0.035
RDD1000GDP,TURKEY,1985,0.020
RDD1000GDP,TURKEY,1986,0.029
RDD1000GDP,TURKEY,1987,0.029
RDD1000GDP,TURKEY,1988,0.033
RDD1000GDP,TURKEY,1989,0.029
RDD1000GDP,TURKEY,1990,0.009
RDD1000GDP,TURKEY,1991,0.011
RDD1000GDP,TURKEY,1992,0.016
RDD1000GDP,TURKEY,1993,0.015
RDD1000GDP,TURKEY,1994,0.008
RDD1000GDP,TURKEY,1995,0.018
RDD1000GDP,TURKEY,1996,0.014
RDD1000GDP,TURKEY,1997,0.041
RDD1000GDP,TURKEY,1998,0.019
RDD1000GDP,TURKEY,1999,0.013
RDD1000GDP,TURKEY,2000,0.013
RDD1000GDP,TURKEY,2001,0.015
RDD1000GDP,TURKEY,2002,0.011
RDD1000GDP,TURKEY,2003,0.011
RDD1000GDP,TURKEY,2004,0.002
RDD1000GDP,TURKEY,2005,0.005
RDD1000GDP,TURKEY,2006,0.009
RDD1000GDP,TURKEY,2007,0.012
RDD1000GDP,TURKEY,2008,0.010
RDD1000GDP,TURKEY,2009,0.012
RDD1000GDP,TURKEY,2014,0.073
RDD1000GDP,TURKEY,2015,0.064
RDD1000GDP,TURKEY,2016,0.083
RDD1000GDP,TURKEY,2017,0.088
RDD1000GDP,TURKEY,2018,0.077
RDD1000GDP,TURKEY,2019,0.090
RDD1000GDP,TURKEY,2020,0.042
RDD1000GDP,TURKEY,2021,0.040
RDD1000GDP,TURKEY,1974,..
RDD1000GDP,TURKEY,1975,..
RDD1000GDP,TURKEY,1976,..
RDD1000GDP,TURKEY,1977,..
RDD1000GDP,TURKEY,1978,..
RDD1000GDP,TURKEY,1979,..
RDD1000GDP,TURKEY,1980,..
RDD1000GDP,TURKEY,1981,..
RDD1000GDP,TURKEY,1982,..
RDD1000GDP,TURKEY,2010,..
RDD1000GDP,TURKEY,2011,..
RDD1000GDP,TURKEY,2012,..
RDD1000GDP,TURKEY,2013,..
RDD1000GDP,UK,1974,0.969
RDD1000GDP,UK,1975,0.951
RDD1000GDP,UK,1976,0.955
RDD1000GDP,UK,1977,0.769
RDD1000GDP,UK,1978,0.899
RDD1000GDP,UK,1979,0.859
RDD1000GDP,UK,1980,0.868
RDD1000GDP,UK,1981,0.933
RDD1000GDP,UK,1982,0.825
RDD1000GDP,UK,1983,0.873
RDD1000GDP,UK,1984,0.756
RDD1000GDP,UK,1985,0.692
RDD1000GDP,UK,1986,0.526
RDD1000GDP,UK,1987,0.432
RDD1000GDP,UK,1988,0.410
RDD1000GDP,UK,1989,0.309
RDD1000GDP,UK,1990,0.249
RDD1000GDP,UK,1991,0.202
RDD1000GDP,UK,1992,0.182
RDD1000GDP,UK,1993,0.128
RDD1000GDP,UK,1994,0.063
RDD1000GDP,UK,1995,0.062
RDD1000GDP,UK,1996,0.040
RDD1000GDP,UK,1997,0.052
RDD1000GDP,UK,1998,0.044
RDD1000GDP,UK,1999,0.041
RDD1000GDP,UK,2000,0.044
RDD1000GDP,UK,2001,0.027
RDD1000GDP,UK,2002,0.030
RDD1000GDP,UK,2003,0.027
RDD1000GDP,UK,2004,0.037
RDD1000GDP,UK,2005,0.051
RDD1000GDP,UK,2006,0.078
RDD1000GDP,UK,2007,0.092
RDD1000GDP,UK,2008,0.100
RDD1000GDP,UK,2009,0.173
RDD1000GDP,UK,2010,0.317
RDD1000GDP,UK,2011,0.210
RDD1000GDP,UK,2012,0.184
RDD1000GDP,UK,2013,0.226
RDD1000GDP,UK,2014,0.184
RDD1000GDP,UK,2015,0.196
RDD1000GDP,UK,2016,0.240
RDD1000GDP,UK,2017,0.312
RDD1000GDP,UK,2018,0.341
RDD1000GDP,UK,2019,0.363
RDD1000GDP,UK,2020,0.428
RDD1000GDP,UK,2021,0.455
RDD1000GDP,USA,1974,0.523
RDD1000GDP,USA,1975,0.726
RDD1000GDP,USA,1976,0.812
RDD1000GDP,USA,1977,1.184
RDD1000GDP,USA,1978,1.302
RDD1000GDP,USA,1979,1.388
RDD1000GDP,USA,1980,1.370
RDD1000GDP,USA,1981,1.029
RDD1000GDP,USA,1982,0.808
RDD1000GDP,USA,1983,0.720
RDD1000GDP,USA,1984,0.567
RDD1000GDP,USA,1985,0.545
RDD1000GDP,USA,1986,0.474
RDD1000GDP,USA,1987,0.407
RDD1000GDP,USA,1988,0.412
RDD1000GDP,USA,1989,0.384
RDD1000GDP,USA,1990,0.419
RDD1000GDP,USA,1991,0.422
RDD1000GDP,USA,1992,0.333
RDD1000GDP,USA,1993,0.317
RDD1000GDP,USA,1994,0.335
RDD1000GDP,USA,1995,0.315
RDD1000GDP,USA,1996,0.266
RDD1000GDP,USA,1997,0.229
RDD1000GDP,USA,1998,0.223
RDD1000GDP,USA,1999,0.238
RDD1000GDP,USA,2000,0.221
RDD1000GDP,USA,2001,0.266
RDD1000GDP,USA,2002,0.261
RDD1000GDP,USA,2003,0.240
RDD1000GDP,USA,2004,0.236
RDD1000GDP,USA,2005,0.253
RDD1000GDP,USA,2006,0.228
RDD1000GDP,USA,2007,0.279
RDD1000GDP,USA,2008,0.297
RDD1000GDP,USA,2009,0.678
RDD1000GDP,USA,2010,0.317
RDD1000GDP,USA,2011,0.408
RDD1000GDP,USA,2012,0.380
RDD1000GDP,USA,2013,0.352
RDD1000GDP,USA,2014,0.354
RDD1000GDP,USA,2015,0.333
RDD1000GDP,USA,2016,..
RDD1000GDP,USA,2017,..
RDD1000GDP,USA,2018,..
RDD1000GDP,USA,2019,..
RDD1000GDP,USA,2020,..
RDD1000GDP,USA,2021,..
RDD1000GDP,BRAZIL,2013,0.492
RDD1000GDP,BRAZIL,2014,0.520
RDD1000GDP,BRAZIL,2015,0.431
RDD1000GDP,BRAZIL,2016,0.403
RDD1000GDP,BRAZIL,2017,0.455
RDD1000GDP,BRAZIL,2018,0.520
RDD1000GDP,BRAZIL,2019,0.468
RDD1000GDP,BRAZIL,2020,0.421
RDD1000GDP,BRAZIL,1974,..
RDD1000GDP,BRAZIL,1975,..
RDD1000GDP,BRAZIL,1976,..
RDD1000GDP,BRAZIL,1977,..
RDD1000GDP,BRAZIL,1978,..
RDD1000GDP,BRAZIL,1979,..
RDD1000GDP,BRAZIL,1980,..
RDD1000GDP,BRAZIL,1981,..
RDD1000GDP,BRAZIL,1982,..
RDD1000GDP,BRAZIL,1983,..
RDD1000GDP,BRAZIL,1984,..
RDD1000GDP,BRAZIL,1985,..
RDD1000GDP,BRAZIL,1986,..
RDD1000GDP,BRAZIL,1987,..
RDD1000GDP,BRAZIL,1988,..
RDD1000GDP,BRAZIL,1989,..
RDD1000GDP,BRAZIL,1990,..
RDD1000GDP,BRAZIL,1991,..
RDD1000GDP,BRAZIL,1992,..
RDD1000GDP,BRAZIL,1993,..
RDD1000GDP,BRAZIL,1994,..
RDD1000GDP,BRAZIL,1995,..
RDD1000GDP,BRAZIL,1996,..
RDD1000GDP,BRAZIL,1997,..
RDD1000GDP,BRAZIL,1998,..
RDD1000GDP,BRAZIL,1999,..
RDD1000GDP,BRAZIL,2000,..
RDD1000GDP,BRAZIL,2001,..
RDD1000GDP,BRAZIL,2002,..
RDD1000GDP,BRAZIL,2003,..
RDD1000GDP,BRAZIL,2004,..
RDD1000GDP,BRAZIL,2005,..
RDD1000GDP,BRAZIL,2006,..
RDD1000GDP,BRAZIL,2007,..
RDD1000GDP,BRAZIL,2008,..
RDD1000GDP,BRAZIL,2009,..
RDD1000GDP,BRAZIL,2010,..
RDD1000GDP,BRAZIL,2011,..
RDD1000GDP,BRAZIL,2012,..
RDD1000GDP,BRAZIL,2021,..
